profile_id,url,status,candidate_name,party,age,education,birthdate,error
912,https://www.altinget.dk/kandidattest/FT26/profil/912,ok,Ayhan Kilic,Moderaterne,43 år,Ikke oplyst,,
913,https://www.altinget.dk/kandidattest/FT26/profil/913,ok,Anna Calero,Alternativet,26 år,Kandidat-/masteruddannelse,,
914,https://www.altinget.dk/kandidattest/FT26/profil/914,ok,Gitte Dreier Jacobsen,Alternativet,50 år,Kandidat-/masteruddannelse,1975-12-15T00:00:00,
915,https://www.altinget.dk/kandidattest/FT26/profil/915,ok,Hanne K. Mortensen,Alternativet,,Kandidat-/masteruddannelse,,
916,https://www.altinget.dk/kandidattest/FT26/profil/916,ok,Kim Sørensen,Alternativet,65 år,Seminaruddannelse,1961-03-20T00:00:00,
917,https://www.altinget.dk/kandidattest/FT26/profil/917,ok,Lissi Bagge,Alternativet,,Ikke oplyst,,
918,https://www.altinget.dk/kandidattest/FT26/profil/918,ok,Marcus Bech Pedersen,Alternativet,27 år,Gymnasial uddannelse,,
919,https://www.altinget.dk/kandidattest/FT26/profil/919,ok,Pernille Skærsø,Alternativet,42 år,Kandidat-/masteruddannelse,,
920,https://www.altinget.dk/kandidattest/FT26/profil/920,ok,Sasja Elkjær Krogsdal,Alternativet,,Ikke oplyst,,
921,https://www.altinget.dk/kandidattest/FT26/profil/921,ok,Thomas Due Nielsen,Alternativet,52 år,Bachelor-/diplomuddannelse,,
922,https://www.altinget.dk/kandidattest/FT26/profil/922,ok,Thomas Quist Mortensen,Alternativet,47 år,Bachelor-/diplomuddannelse,,
923,https://www.altinget.dk/kandidattest/FT26/profil/923,ok,Thor Clasen Jonasen,Alternativet,51 år,Kandidat-/masteruddannelse,,
924,https://www.altinget.dk/kandidattest/FT26/profil/924,ok,Tina Kjær,Alternativet,43 år,Kandidat-/masteruddannelse,,
925,https://www.altinget.dk/kandidattest/FT26/profil/925,ok,Tenna Duch Schaldemose,Alternativet,,Ikke oplyst,,
926,https://www.altinget.dk/kandidattest/FT26/profil/926,missing_candidate,,,,,,Could not locate candidate name on page
927,https://www.altinget.dk/kandidattest/FT26/profil/927,ok,Daniel Drefeld,Det Konservative Folkeparti,19 år,Gymnasial uddannelse,,
928,https://www.altinget.dk/kandidattest/FT26/profil/928,ok,Julie Ahlefeldt-Laurvig,Det Konservative Folkeparti,18 år,Gymnasial uddannelse,,
929,https://www.altinget.dk/kandidattest/FT26/profil/929,ok,Gunver Birgitte Nielsen,Det Konservative Folkeparti,69 år,Kandidat-/masteruddannelse,,
930,https://www.altinget.dk/kandidattest/FT26/profil/930,ok,Christian Tarbensen,Det Konservative Folkeparti,19 år,Gymnasial uddannelse,,
931,https://www.altinget.dk/kandidattest/FT26/profil/931,ok,Silas Ipsen,Det Konservative Folkeparti,20 år,Gymnasial uddannelse,,
932,https://www.altinget.dk/kandidattest/FT26/profil/932,ok,Annette Rieva,"Venstre, Danmarks Liberale Parti",50 år,Kandidat-/masteruddannelse,1975-07-10T00:00:00,
933,https://www.altinget.dk/kandidattest/FT26/profil/933,ok,Phillip Kjær Luscombe,"Venstre, Danmarks Liberale Parti",30 år,Kandidat-/masteruddannelse,,
934,https://www.altinget.dk/kandidattest/FT26/profil/934,ok,Paulina Laparil,Borgernes Parti - Lars Boje Mathiesen,50 år,Kandidat-/masteruddannelse,,
935,https://www.altinget.dk/kandidattest/FT26/profil/935,ok,Ib Poulsen,Borgernes Parti - Lars Boje Mathiesen,61 år,Kandidat-/masteruddannelse,,
936,https://www.altinget.dk/kandidattest/FT26/profil/936,ok,Daniel Juhl,Borgernes Parti - Lars Boje Mathiesen,45 år,Erhvervsuddannelse,,
937,https://www.altinget.dk/kandidattest/FT26/profil/937,ok,Anja Busch,Borgernes Parti - Lars Boje Mathiesen,52 år,Erhvervsuddannelse,,
938,https://www.altinget.dk/kandidattest/FT26/profil/938,missing_candidate,,,,,,Could not locate candidate name on page
939,https://www.altinget.dk/kandidattest/FT26/profil/939,ok,Vibeke Westh,Socialdemokratiet,62 år,Bachelor-/diplomuddannelse,1963-05-16T00:00:00,
940,https://www.altinget.dk/kandidattest/FT26/profil/940,ok,Stine Øllegaard,Enhedslisten – De Rød-Grønne,35 år,Bachelor-/diplomuddannelse,,
941,https://www.altinget.dk/kandidattest/FT26/profil/941,ok,Kim Hjerrild,Alternativet,65 år,Kandidat-/masteruddannelse,1960-09-04T00:00:00,
942,https://www.altinget.dk/kandidattest/FT26/profil/942,ok,Laila Stougaard Kofoed Espersen,Radikale Venstre,46 år,Kandidat-/masteruddannelse,,
943,https://www.altinget.dk/kandidattest/FT26/profil/943,ok,Freja Eva Lockenwitz,Radikale Venstre,39 år,Kandidat-/masteruddannelse,,
944,https://www.altinget.dk/kandidattest/FT26/profil/944,ok,Matilde Skov-Hansen,Alternativet,22 år,Bachelor-/diplomuddannelse,2004-01-21T00:00:00,
945,https://www.altinget.dk/kandidattest/FT26/profil/945,missing_candidate,,,,,,Could not locate candidate name on page
946,https://www.altinget.dk/kandidattest/FT26/profil/946,ok,John Bo Hansen,Borgernes Parti - Lars Boje Mathiesen,68 år,Erhvervsuddannelse,1957-06-09T00:00:00,
947,https://www.altinget.dk/kandidattest/FT26/profil/947,ok,Araz Khan,Liberal Alliance,44 år,Seminaruddannelse,,
948,https://www.altinget.dk/kandidattest/FT26/profil/948,ok,Hanne Frølund,Radikale Venstre,70 år,Bachelor-/diplomuddannelse,,
949,https://www.altinget.dk/kandidattest/FT26/profil/949,ok,Lone Kjær Hein,Radikale Venstre,59 år,Kandidat-/masteruddannelse,,
950,https://www.altinget.dk/kandidattest/FT26/profil/950,ok,Nicholas Wentworth,Radikale Venstre,26 år,Kandidat-/masteruddannelse,1999-11-22T00:00:00,
951,https://www.altinget.dk/kandidattest/FT26/profil/951,ok,Rabih Azad-Ahmad,Radikale Venstre,50 år,Kandidat-/masteruddannelse,,
952,https://www.altinget.dk/kandidattest/FT26/profil/952,ok,Andreas Fjord Larsen,"Venstre, Danmarks Liberale Parti",33 år,Kandidat-/masteruddannelse,1993-04-09T00:00:00,
953,https://www.altinget.dk/kandidattest/FT26/profil/953,ok,Ditte Keidser,Det Konservative Folkeparti,44 år,Bachelor-/diplomuddannelse,1981-10-30T00:00:00,
954,https://www.altinget.dk/kandidattest/FT26/profil/954,ok,Mads Ramstedt,Det Konservative Folkeparti,18 år,Grundskole,2007-06-27T00:00:00,
955,https://www.altinget.dk/kandidattest/FT26/profil/955,ok,Gabriel Aaen,Det Konservative Folkeparti,22 år,Erhvervsuddannelse,,
956,https://www.altinget.dk/kandidattest/FT26/profil/956,ok,Salik Anders Rosing,Alternativet,40 år,Ph.d.-uddannelse,,
957,https://www.altinget.dk/kandidattest/FT26/profil/957,ok,Sofie Faureholm Lundsberg,Alternativet,,Ikke oplyst,,
958,https://www.altinget.dk/kandidattest/FT26/profil/958,missing_candidate,,,,,,Could not locate candidate name on page
959,https://www.altinget.dk/kandidattest/FT26/profil/959,ok,Jan Schumann,Alternativet,,Ikke oplyst,,
960,https://www.altinget.dk/kandidattest/FT26/profil/960,ok,Noah Sturis,Alternativet,,Kandidat-/masteruddannelse,,
961,https://www.altinget.dk/kandidattest/FT26/profil/961,ok,Sofie Valbjørn,Alternativet,,Ikke oplyst,,
962,https://www.altinget.dk/kandidattest/FT26/profil/962,ok,Line Gessø,Alternativet,51 år,Kandidat-/masteruddannelse,,
963,https://www.altinget.dk/kandidattest/FT26/profil/963,ok,Isabella Apelroth,Alternativet,,Ikke oplyst,,
964,https://www.altinget.dk/kandidattest/FT26/profil/964,ok,Lars König,Alternativet,,Bachelor-/diplomuddannelse,,
965,https://www.altinget.dk/kandidattest/FT26/profil/965,ok,Signe Sofie Larsen,Alternativet,25 år,Ikke oplyst,,
966,https://www.altinget.dk/kandidattest/FT26/profil/966,ok,Didde Krabbe Johannesen,Alternativet,41 år,Bachelor-/diplomuddannelse,,
967,https://www.altinget.dk/kandidattest/FT26/profil/967,ok,Theresa Scavenius,Uden for parti,41 år,Ph.d.-uddannelse,1984-07-26T00:00:00,
968,https://www.altinget.dk/kandidattest/FT26/profil/968,ok,Luise Hjortebjerg,"Venstre, Danmarks Liberale Parti",48 år,Erhvervsuddannelse,1977-05-26T00:00:00,
969,https://www.altinget.dk/kandidattest/FT26/profil/969,ok,Emilla Møller,Socialdemokratiet,,Ikke oplyst,,
970,https://www.altinget.dk/kandidattest/FT26/profil/970,ok,Pia Halkjær,Socialdemokratiet,,Ikke oplyst,,
971,https://www.altinget.dk/kandidattest/FT26/profil/971,ok,Bodil Nielsen,Alternativet,,Ikke oplyst,,
972,https://www.altinget.dk/kandidattest/FT26/profil/972,ok,Ingrid Heintz,Alternativet,70 år,Kandidat-/masteruddannelse,1955-06-03T00:00:00,
973,https://www.altinget.dk/kandidattest/FT26/profil/973,ok,Karina Konrad,Alternativet,,Ikke oplyst,,
974,https://www.altinget.dk/kandidattest/FT26/profil/974,ok,Thomas Lindqvist,Alternativet,36 år,Kandidat-/masteruddannelse,,
975,https://www.altinget.dk/kandidattest/FT26/profil/975,ok,Rasmus Paludan,Uden for parti,,Ikke oplyst,,
976,https://www.altinget.dk/kandidattest/FT26/profil/976,ok,Rashid Ali,Uden for parti,41 år,Bachelor-/diplomuddannelse,1984-08-04T00:00:00,
977,https://www.altinget.dk/kandidattest/FT26/profil/977,ok,John Erik Wagner,Uden for parti,,Ikke oplyst,,
978,https://www.altinget.dk/kandidattest/FT26/profil/978,ok,Peter Kempf Pedersen,Socialdemokratiet,,Ikke oplyst,,
979,https://www.altinget.dk/kandidattest/FT26/profil/979,ok,Kasper Thomassen,"Venstre, Danmarks Liberale Parti",,Ikke oplyst,,
980,https://www.altinget.dk/kandidattest/FT26/profil/980,ok,Majbrit Nørgaard,"Venstre, Danmarks Liberale Parti",,Ikke oplyst,,
981,https://www.altinget.dk/kandidattest/FT26/profil/981,ok,Maria Enemark,Borgernes Parti - Lars Boje Mathiesen,,Ikke oplyst,,
982,https://www.altinget.dk/kandidattest/FT26/profil/982,ok,Knud Gaarn-Larsen,Uden for parti,77 år,Seminaruddannelse,,
983,https://www.altinget.dk/kandidattest/FT26/profil/983,ok,Viviane Ellasofie Karlsen,Borgernes Parti - Lars Boje Mathiesen,,Ikke oplyst,,
984,https://www.altinget.dk/kandidattest/FT26/profil/984,ok,Søren Skjold Andersen,Uden for parti,40 år,Kandidat-/masteruddannelse,1985-10-10T00:00:00,
