candidate_name,party_name,storkreds,age,age_num,education,birthdate,tiktok_exists,tiktok_handle_from_url,videos_total_pre_election,videos_total_2026_pre_election,videos_last_90d,videos_last_30d,videos_last_14d,videos_last_7d,log1p_videos_total_pre_election,log1p_videos_total_2026_pre_election,log1p_videos_last_90d,log1p_videos_last_30d,log1p_videos_last_14d,log1p_videos_last_7d,candidate_votes_2026_total,party_votes_2026_total,vote_share_of_party_2026_total,candidate_votes_2022_total,party_votes_2022_total,vote_share_of_party_2022_total
Jim Zakaria,Dansk Folkeparti,sydjylland,49 år,49.0,Bachelor-/diplomuddannelse,1976-11-10T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,324518,0.0005793207156459734,,,
Jimmy Abel Nielsen,Liberal Alliance,nordjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,334421,0.00017642432741962974,,,
Joachim Hoffmann-Petersen,Det Konservative Folkeparti,fyn,46 år,46.0,Kandidat-/masteruddannelse,1979-09-17T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226,270749,0.00822163701435647,1565.0,194820.0,0.008033056154398933
Joachim Riis,Liberal Alliance,sjælland,,46.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965,334421,0.0028855843383041135,,,
Joan Kragh,SF - Socialistisk Folkeparti,sjælland,61 år,61.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667,413306,0.001613816397535966,,,
Johan Brødsgaard,Radikale Venstre,vestjylland,32 år,32.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057,207442,0.005095400160044735,983.0,133931.0,0.007339600241915613
Johan Emil Sevelsted,Det Konservative Folkeparti,fyn,32 år,32.0,Kandidat-/masteruddannelse,,1.0,johanemildk,23.0,11.0,11.0,11.0,7.0,5.0,3.1780538303479458,2.4849066497880004,2.4849066497880004,2.4849066497880004,2.0794415416798357,1.791759469228055,296,270749,0.0010932635023582727,,,
Johanna-Maria Precht,Enhedslisten - De Rød-Grønne,sydjylland,62 år,62.0,Seminaruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202,226037,0.0008936590027296416,329.0,181452.0,0.0018131516874986223
Johannes Joyce,Liberal Alliance,nordsjælland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,334421,8.073655661576277e-05,,,
Johannes Skov Pedersen,SF - Socialistisk Folkeparti,fyn,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,413306,0.00047664442326024784,,,
John Bjerg,Borgernes Parti - Lars Boje Mathiesen,nordjylland,61 år,61.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553,75928,0.007283215678010747,,,
John Bo Hansen,Borgernes Parti - Lars Boje Mathiesen,sjælland,68 år,68.0,Erhvervsuddannelse,1957-06-09T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,75928,0.002001896533558108,,,
John Brill Engkebølle,Danmarksdemokraterne - Inger Støjberg,sjælland,,46.0,Unknown,,1.0,brill1977,14.0,3.0,3.0,3.0,1.0,0.0,2.70805020110221,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.0,207,205302,0.0010082707426133208,,,
John Erik Wagner,(Uden for parti),københavn,,46.0,Unknown,,,,,,,,,,,,,,,,34,2436,0.013957307060755337,,,
John Hoppe,Det Konservative Folkeparti,fyn,50 år,50.0,Ikke oplyst,,1.0,john.hoppe1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445,270749,0.0016435887113156467,296.0,194820.0,0.0015193511959757725
John Rasmussen,Liberal Alliance,sydjylland,37 år,37.0,Kandidat-/masteruddannelse,1989-01-11T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,334421,0.0004634876398312307,,,
Jonas Juhl,Liberal Alliance,københavns omegn,25 år,25.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813,334421,0.0024310674269857457,,,
Jonas Paludan,Enhedslisten - De Rød-Grønne,sjælland,45 år,45.0,Kandidat-/masteruddannelse,1980-12-03T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513,226037,0.002269539942575773,536.0,181452.0,0.0029539492537971473
Josefine Paaske,"Venstre, Danmarks Liberale Parti",sjælland,,46.0,Unknown,,,,,,,,,,,,,,,,2343,361689,0.00647794099350547,,,
Josephine Alstrup Kofod,Dansk Folkeparti,sydjylland,27 år,27.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734,324518,0.00226181598555396,,,
Julie Ahlefeldt-Laurvig,Det Konservative Folkeparti,københavns omegn,18 år,18.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077,270749,0.003977854027161688,,,
Julie Herdal,Radikale Venstre,københavn,51 år,51.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573,207442,0.002762217872947619,,,
Julie Jacobsen,Dansk Folkeparti,sjælland,41 år,41.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,768,324518,0.002366586753277168,,,
Julie Kølskov,Socialdemokratiet,sjælland,24 år,24.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2799,779252,0.0035919060842962225,,,
Julie Memborg,Liberal Alliance,sjælland,49 år,49.0,Gymnasial uddannelse,1976-10-16T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,334421,0.0008940826084486321,,,
Juma Nellemann Kruse,Alternativet,østjylland,53 år,53.0,Ikke oplyst,1972-12-03T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,91770,0.0005448403617740002,,,
Jørgen Christian Pedersen,Det Konservative Folkeparti,vestjylland,56 år,56.0,10. klasse,1969-06-21T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,270749,0.0007534653867604312,,,
Jørgen Hammer Sørensen,Dansk Folkeparti,nordjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,324518,0.0010292187182221017,,,
Jørgen Kvist,SF - Socialistisk Folkeparti,sydjylland,61 år,61.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1197,413306,0.002896159262144755,,,
Jørn Dohrmann,Borgernes Parti - Lars Boje Mathiesen,sydjylland,57 år,57.0,Erhvervsuddannelse,1969-01-09T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527,75928,0.00694078600779686,,,
Kaare Dybvad Bek,Socialdemokratiet,sjælland,41 år,41.0,Kandidat-/masteruddannelse,,1.0,kaare_dybvad,16.0,12.0,12.0,3.0,3.0,3.0,2.833213344056216,2.5649493574615367,2.5649493574615367,1.3862943611198906,1.3862943611198906,1.3862943611198906,5848,779252,0.007504632647718582,8891.0,971995.0,0.009147166394888863
Kaj Alstrup,Enhedslisten - De Rød-Grønne,fyn,72 år,72.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,226037,0.0006282157345921243,,,
Kanishka Dastageer,Socialdemokratiet,sjælland,34 år,34.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407,779252,0.00052229574001735,,,
Karan Khosla,Moderaterne,københavns omegn,29 år,29.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,274775,0.0008152124465471749,,,
Karen Thestrup Clausen,Enhedslisten - De Rød-Grønne,sjælland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,226037,0.0011856465976809107,,,
Karina Aamann,"Venstre, Danmarks Liberale Parti",østjylland,,46.0,Unknown,,,,,,,,,,,,,,,,1940,361689,0.0053637240833976155,,,
Karina Adsbøl,Danmarksdemokraterne - Inger Støjberg,sydjylland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2370,205302,0.011543969371949616,,,
Karina Konrad,Alternativet,østjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,91770,0.0012204424103737605,,,
Karina Lorentzen Dehnhardt,SF - Socialistisk Folkeparti,sydjylland,52 år,52.0,Kandidat-/masteruddannelse,1973-10-26T00:00:00,1.0,karina_lorentzen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8246,413306,0.019951319361441643,5139.0,293186.0,0.017528122079499022
Karsten Byrgesen,Borgernes Parti - Lars Boje Mathiesen,sydjylland,70 år,70.0,Bachelor-/diplomuddannelse,1955-09-07T00:00:00,1.0,karstenbyrgesen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556,75928,0.007322726793804657,,,
Karsten Hønge,SF - Socialistisk Folkeparti,fyn,67 år,67.0,Erhvervsuddannelse,1958-09-25T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5373,413306,0.013000053229326455,5215.0,293186.0,0.017787343188283206
Kashif Ahmad,Radikale Venstre,københavns omegn,45 år,45.0,Seminaruddannelse,,1.0,kashifahmaddk,25.0,13.0,13.0,11.0,8.0,5.0,3.258096538021482,2.6390573296152584,2.6390573296152584,2.4849066497880004,2.1972245773362196,1.791759469228055,1327,207442,0.0063969687912765975,902.0,133931.0,0.006734811208756748
Kasper B.G. Lauritsen,Socialdemokratiet,vestjylland,39 år,39.0,Bachelor-/diplomuddannelse,1987-02-20T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810,779252,0.0023227402688732273,,,
Kasper Flygare,Socialdemokratiet,bornholm,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,779252,0.00033493658020768635,,,
Kasper Nordborg Kiær,SF - Socialistisk Folkeparti,københavn,39 år,39.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128,413306,0.002729212738261724,,,
Kasper Nygaard,Moderaterne,sjælland,44 år,44.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,274775,0.0008006550814302611,,,
Kasper Roug,Socialdemokratiet,sjælland,46 år,46.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4476,779252,0.0057439698582743455,6278.0,971995.0,0.0064588809613218175
Kasper Schneider,Liberal Alliance,sjælland,42 år,42.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878,334421,0.0026254332114311004,,,
Kasper Thomassen,"Venstre, Danmarks Liberale Parti",vestjylland,,46.0,Unknown,,,,,,,,,,,,,,,,87,361689,0.00024053814188432603,,,
Katarina Ammitzbøll,"Venstre, Danmarks Liberale Parti",nordsjælland,,46.0,Unknown,,,,,,,,,,,,,,,,1018,361689,0.00281457274066947,,,
Katrine Daugaard,Liberal Alliance,fyn,44 år,44.0,Kandidat-/masteruddannelse,1981-10-01T00:00:00,1.0,katrinedaugaard26,28.0,28.0,28.0,25.0,14.0,7.0,3.367295829986474,3.367295829986474,3.367295829986474,3.258096538021482,2.70805020110221,2.0794415416798357,2375,334421,0.007101826739349503,2861.0,278656.0,0.010267139412034911
Katrine Evelyn Jensen,Socialdemokratiet,vestjylland,29 år,29.0,Kandidat-/masteruddannelse,1996-12-27T00:00:00,1.0,katrineevelynjens,14.0,13.0,14.0,8.0,3.0,0.0,2.70805020110221,2.6390573296152584,2.70805020110221,2.1972245773362196,1.3862943611198906,0.0,4721,779252,0.0060583739278179585,,,
Katrine Robsøe,Radikale Venstre,østjylland,34 år,34.0,Kandidat-/masteruddannelse,1991-06-21T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6406,207442,0.030880920932115963,3736.0,133931.0,0.02789496083804347
Katrine Schiller,Danmarksdemokraterne - Inger Støjberg,nordsjælland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217,205302,0.0010569794741405343,,,
Keld Lorenzen,Liberal Alliance,vestjylland,49 år,49.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278,334421,0.0008312875088585944,,,
Kenneth Fredslund Petersen,Danmarksdemokraterne - Inger Støjberg,sydjylland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783,205302,0.0038138936785808222,,,
Kenneth Skatka Hammer,Liberal Alliance,nordjylland,39 år,39.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382,334421,0.001142272763971162,300.0,278656.0,0.0010765962333486449
Kevin Alex Rasmussen,Enhedslisten - De Rød-Grønne,sjælland,23 år,23.0,Gymnasial uddannelse,2002-05-30T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,226037,0.0009732919831708968,,,
Kevin Possekel,Liberal Alliance,vestjylland,19 år,19.0,Gymnasial uddannelse,2006-10-12T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,334421,0.00021230724147107988,,,
Kiki Bille Bach,Socialdemokratiet,nordjylland,38 år,38.0,Seminaruddannelse,,1.0,kikibach0,11.0,10.0,10.0,8.0,2.0,2.0,2.4849066497880004,2.3978952727983707,2.3978952727983707,2.1972245773362196,1.0986122886681098,1.0986122886681098,2543,779252,0.003263385913671059,,,
Kim Aas,Socialdemokratiet,fyn,55 år,55.0,Ikke oplyst,,1.0,kimaaschristensen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084,779252,0.0026743595139954728,2337.0,971995.0,0.0024043333556242573
Kim Alexander Jensen,Liberal Alliance,sydjylland,39 år,39.0,Kandidat-/masteruddannelse,1987-01-14T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903,334421,0.0027001892823716213,355.0,278656.0,0.0012739722094625631
Kim Andkjær Doberck,Dansk Folkeparti,sydjylland,46 år,46.0,Erhvervsuddannelse,1979-05-26T00:00:00,1.0,kimandkjaerdoberck,14.0,12.0,12.0,8.0,4.0,3.0,2.70805020110221,2.5649493574615367,2.5649493574615367,2.1972245773362196,1.6094379124341003,1.3862943611198906,510,324518,0.0015715615158481194,,,
Kim Edberg Andersen,Danmarksdemokraterne - Inger Støjberg,nordjylland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1791,205302,0.00872373381652395,,,
Kim Eskesen,Socialdemokratiet,sydjylland,47 år,47.0,Erhvervsuddannelse,1978-05-12T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,779252,0.00043631585161154544,1138.0,971995.0,0.0011707879155756975
Kim Gaarsdahl,Liberal Alliance,nordjylland,38 år,38.0,Gymnasial uddannelse,,1.0,kimgaarsdahl,8.0,8.0,8.0,8.0,0.0,0.0,2.1972245773362196,2.1972245773362196,2.1972245773362196,2.1972245773362196,0.0,0.0,102,334421,0.000305004769437326,,,
Kim Hammer,Dansk Folkeparti,københavns omegn,60 år,60.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375,324518,0.0011555599381236172,,,
Kim Hjerrild,Alternativet,bornholm,65 år,65.0,Kandidat-/masteruddannelse,1960-09-04T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,91770,0.00040318186771276017,,,
Kim Larsen,Enhedslisten - De Rød-Grønne,københavn,63 år,63.0,Erhvervsuddannelse,1962-08-30T00:00:00,1.0,kim.larsen183,16.0,0.0,0.0,0.0,0.0,0.0,2.833213344056216,0.0,0.0,0.0,0.0,0.0,164,226037,0.000725544932909214,,,
Kim Lei-Jensen,Radikale Venstre,fyn,51 år,51.0,Erhvervsuddannelse,,1.0,kimleijensen_rv,51.0,43.0,43.0,33.0,19.0,12.0,3.9512437185814275,3.784189633918261,3.784189633918261,3.5263605246161616,2.995732273553991,2.5649493574615367,656,207442,0.003162329711437414,535.0,133931.0,0.003994594231357938
Kim Møller-Nielsen,Liberal Alliance,østjylland,49 år,49.0,Kandidat-/masteruddannelse,1976-08-31T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473,334421,0.0014143848621946589,,,
Kim Pagels,Radikale Venstre,vestjylland,68 år,68.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183,207442,0.0008821742945015956,,,
Kim Sørensen,Alternativet,østjylland,65 år,65.0,Seminaruddannelse,1961-03-20T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,91770,0.00029421379535796014,,,
Kim Valentin,"Venstre, Danmarks Liberale Parti",københavns omegn,,46.0,Unknown,,,,,,,,,,,,,,,,1461,361689,0.004039381899919544,1565.0,470546.0,0.0033259235016342716
Kira Danholm,Liberal Alliance,nordsjælland,35 år,35.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,334421,0.00046946812550647236,269.0,278656.0,0.0009653479559026183
Kirsten Normann Andersen,SF - Socialistisk Folkeparti,østjylland,63 år,63.0,Erhvervsuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9526,413306,0.02304829835521381,8693.0,293186.0,0.02965011971922261
Kirstine van Sabben,Moderaterne,bornholm,49 år,49.0,Erhvervsuddannelse,1976-07-17T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,274775,0.0021836047675370756,,,
Klaus Sandfeld,"Venstre, Danmarks Liberale Parti",sydjylland,,46.0,Unknown,,,,,,,,,,,,,,,,794,361689,0.0021952561454730447,1919.0,470546.0,0.004078241022131736
Klavs Norup Lauridsen,Det Konservative Folkeparti,fyn,55 år,55.0,Seminaruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802,270749,0.006655610916383809,,,
Knud Gaarn-Larsen,(Uden for parti),vestjylland,,46.0,Unknown,,,,,,,,,,,,,,,,264,2436,0.10837438423645321,,,
Knud Nielsen,Dansk Folkeparti,vestjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352,324518,0.0010846855952520353,,,
Kresten Solvang Larsen,Liberal Alliance,nordjylland,35 år,35.0,Gymnasial uddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,334421,0.00019137554160773395,,,
Kris Jensen Skriver,Socialdemokratiet,sydjylland,37 år,37.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3295,779252,0.004228413914882477,3723.0,971995.0,0.003830266616597822
Kristian Bøgsted,Danmarksdemokraterne - Inger Støjberg,nordjylland,,46.0,Unknown,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958,205302,0.00466629648030706,,,
Kristian Stokholm,Radikale Venstre,sjælland,63 år,63.0,Kandidat-/masteruddannelse,1963-03-02T00:00:00,1.0,stemstokholm,1.0,1.0,1.0,1.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,175,207442,0.0008436092980206516,222.0,133931.0,0.0016575699427317052
Kristian Thomsen,Det Konservative Folkeparti,sydjylland,22 år,22.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212,270749,0.0007830130489863306,,,
Kristine Amalie Rostgård,SF - Socialistisk Folkeparti,sjælland,38 år,38.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014,413306,0.00245338804662889,,,
Kristjar Skajaa,Enhedslisten - De Rød-Grønne,østjylland,72 år,72.0,Ph.d.-uddannelse,1954-01-10T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379,226037,0.0016767166437353176,481.0,181452.0,0.002650838789321694
Kristoffer Kromand,Det Konservative Folkeparti,bornholm,28 år,28.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,270749,0.0009418317334505391,,,
Laila Stougaard Kofoed Espersen,Radikale Venstre,bornholm,46 år,46.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,207442,0.00036636746656896867,,,
Lars Aagaard,Moderaterne,fyn,58 år,58.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5685,274775,0.020689655172413793,,,
Lars Abildskov,Liberal Alliance,østjylland,61 år,61.0,Kandidat-/masteruddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177,334421,0.0005292729822588893,,,
Lars Boje Mathiesen,Borgernes Parti - Lars Boje Mathiesen,østjylland,50 år,50.0,Bachelor-/diplomuddannelse,,1.0,larsbojemathiesen,12.0,6.0,7.0,0.0,0.0,0.0,2.5649493574615367,1.9459101490553132,2.0794415416798357,0.0,0.0,0.0,8408,75928,0.11073648719839849,,,
Lars Bregnbak,Danmarksdemokraterne - Inger Støjberg,nordsjælland,,46.0,Unknown,,1.0,lars_bregnbak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306,205302,0.0014904871847327352,,,
Lars Dohn,Enhedslisten - De Rød-Grønne,vestjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,226037,0.00033180408517189666,78.0,181452.0,0.00042986574961973416
Lars Fibæk,Socialdemokratiet,vestjylland,,46.0,Ikke oplyst,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,779252,0.00017452634064461816,233.0,971995.0,0.0002397131672488027
Lars Green Bach,Radikale Venstre,københavns omegn,50 år,50.0,Kandidat-/masteruddannelse,1975-06-26T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374,207442,0.0018029135854841353,,,
Lars Høyer Holmqvist,Liberal Alliance,nordsjælland,48 år,48.0,Kandidat-/masteruddannelse,1978-02-27T00:00:00,1.0,larsholmqvist5,16.0,14.0,14.0,14.0,14.0,14.0,2.833213344056216,2.70805020110221,2.70805020110221,2.70805020110221,2.70805020110221,2.70805020110221,800,334421,0.0023921942700966745,850.0,278656.0,0.0030503559944878274
Lars König,Alternativet,sjælland,,46.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,91770,0.0005121499400675602,,,
Lars Løkke Rasmussen,Moderaterne,sjælland,61 år,61.0,Kandidat-/masteruddannelse,1964-05-15T00:00:00,1.0,larsloekke_,48.0,28.0,28.0,14.0,8.0,5.0,3.8918202981106265,3.367295829986474,3.367295829986474,2.70805020110221,2.1972245773362196,1.791759469228055,34636,274775,0.12605222454735693,38439.0,327699.0,0.11729971711845322
Lars Mogensen,Enhedslisten - De Rød-Grønne,sydjylland,48 år,48.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,226037,0.0004247092290200277,,,
Lars Nissen,SF - Socialistisk Folkeparti,fyn,56 år,56.0,Bachelor-/diplomuddannelse,1970-03-07T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475,413306,0.0011492695484701407,,,
Lars Rømer Olsen,Socialdemokratiet,sydjylland,58 år,58.0,Bachelor-/diplomuddannelse,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599,779252,0.0007686858679862227,,,
Lars-Christian Brask,Liberal Alliance,sjælland,62 år,62.0,Gymnasial uddannelse,1963-05-25T00:00:00,1.0,larschristianbrask,31.0,31.0,31.0,28.0,20.0,10.0,3.4657359027997265,3.4657359027997265,3.4657359027997265,3.367295829986474,3.044522437723423,2.3978952727983707,1691,334421,0.005056500638416846,3442.0,278656.0,0.01235214745062012
Lasse Harder Schousboe,Enhedslisten - De Rød-Grønne,sydjylland,55 år,55.0,Kandidat-/masteruddannelse,1970-05-01T00:00:00,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193,226037,0.000853842512509014,,,
